1.152	0.0986328
1.248	0.0927734
1.351	0.0932617
1.449	0.0932617
1.538	0.0917969
1.649	0.0908203
1.750	0.0908203
1.858	0.0913086
1.972	0.0922852
2.052	0.090332
2.157	0.0908203
2.245	0.090332
2.359	0.0898438
2.455	0.0893555
2.554	0.0893555
2.658	0.109375
2.6581	9999.0
2.8	9999.0
2.9	9999.0
3.0	9999.0
3.1	9999.0
3.2	9999.0
3.3	9999.0
3.4	9999.0
3.5	9999.0
3.6	9999.0
3.7	9999.0
3.8	9999.0
3.999	9999.0
4.078	0.116699
4.16	0.0834961
4.243	0.0766602
4.372	0.0766602
4.46	0.0766602
4.549	0.0766602
4.641	0.0766602
4.734	0.0771484
4.877	0.0776367
4.975	0.0786133
5.075	0.0795898
5.177	0.0805664
5.282	0.0805664
5.388	0.081543
5.442	0.0825195
5.551	0.0834961
5.663	0.0844727
5.776	0.0849609
5.892	0.0854492
5.951	0.0864258
6.071	0.0874023
6.193	0.0883789
6.255	0.0888672
6.381	0.0898438
6.445	0.090332
6.574	0.0913086
6.64	0.0922852
6.773	0.0932617
6.841	0.09375
6.978	0.0952148
7.048	0.0961914
7.19	0.0986328
7.262	0.0996094
7.334	0.101074
7.482	0.104004
7.557	0.105469
7.632	0.107422
7.786	0.111328
7.864	0.11377
7.942	0.116699
8.022	0.118652
