1.152	0.154297
1.248	0.133301
1.351	0.127441
1.449	0.121582
1.553	0.114746
1.649	0.110352
1.750	0.106934
1.858	0.104004
1.972	0.101562
2.052	0.0981445
2.157	0.097168
2.245	0.0952148
2.359	0.0952148
2.455	0.0957031
2.554	0.097168
2.658	0.126465
2.6581	9999.0
2.8	9999.0
2.9	9999.0
3.0	9999.0
3.1	9999.0
3.2	9999.0
3.3	9999.0
3.4	9999.0
3.5	9999.0
3.6	9999.0
3.7	9999.0
3.8	9999.0
3.999	9999.0
4.078	0.108398
4.160	0.0776367
4.243	0.0708008
4.372	0.0708008
4.460	0.0717773
4.549	0.0717773
4.641	0.0717773
4.734	0.0727539
4.877	0.0737305
4.975	0.074707
5.075	0.0756836
5.177	0.0766602
5.282	0.0771484
5.388	0.078125
5.442	0.0786133
5.551	0.0795898
5.663	0.0805664
5.776	0.0810547
5.834	0.081543
5.951	0.0820312
6.071	0.0834961
6.132	0.0839844
6.255	0.0844727
6.318	0.0854492
6.445	0.0859375
6.509	0.0864258
6.640	0.0874023
6.706	0.0883789
6.841	0.0893555
6.978	0.0913086
7.048	0.0922852
7.119	0.0932617
7.262	0.0952148
7.334	0.0961914
7.482	0.0991211
7.557	0.100586
7.632	0.102539
7.786	0.105957
7.864	0.108887
7.942	0.111328
8.022	0.112793
