1.176	0.096875
1.248	0.095313
1.351	0.096094
1.449	0.095703
1.538	0.094531
1.649	0.093750
1.750	0.096484
1.858	0.100781
1.972	0.095703
2.052	0.094141
2.157	0.094531
2.245	0.094531
2.359	0.093359
2.455	0.092578
2.554	0.092969
2.580	0.142188
2.5801	9999.0
2.8	9999.0
2.9	9999.0
3.0	9999.0
3.1	9999.0
3.2	9999.0
3.3	9999.0
3.4	9999.0
3.5	9999.0
3.6	9999.0
3.7	9999.0
3.8	9999.0
3.9	9999.0
4.0	9999.0
4.2009	9999.0
4.201	0.083594
4.372	0.084766
4.46	0.090234
4.549	0.084766
4.641	0.084766
4.734	0.085156
4.877	0.085938
4.975	0.086719
5.075	0.099219
5.177	0.088672
5.282	0.088672
5.388	0.089453
5.442	0.090234
5.551	0.091406
5.663	0.092188
5.776	0.120312
5.892	0.092969
5.951	0.093750
6.071	0.094922
6.193	0.096094
6.255	0.100000
6.381	0.096875
6.445	0.097656
6.574	0.098438
6.64	0.099219
6.773	0.111719
6.841	0.100781
6.978	0.102344
7.048	0.103125
7.119	0.104297
7.262	0.106250
7.334	0.107813
7.482	0.110156
7.557	0.112109
7.709	0.115625
7.786	0.117578
7.864	0.119531
